LICENSE NUMBER,LICENSEE NAME,BUSINESS NAME,LICENSE TYPE,ACTIVE,COUNTY,Retail Delivery,Medical Grade,Hemp
020 10076047FAD,Oregon Expedition LLC,Oregon Expedition LLC,Recreational Producer,Yes,Jackson,,,
020 10076057F6D,Spyglass Management LLC,Spyglass Management,Recreational Producer,Yes,Jackson,,,
020 10076079E78,Capitola Management LLC,Capitola Management LLC,Recreational Producer,Yes,Jackson,,,
020 10076460B18,Top Shelf Gardens LLC,Top Shelf Gardens,Recreational Producer,Yes,Jackson,,,
020 10076512C4C,Rainwater Holdings LLC,Rainwater Holdings ,Recreational Producer,Yes,Jackson,,,
020 10076682C61,"XW CULTIVATION, LLC",XW CULTIVATION,Recreational Producer,Yes,Jackson,,,
020 1007671E29A,"LW CULTIVATION, LLC",LW CULTIVATION,Recreational Producer,Yes,Jackson,,,
020 1007675DF66,Wicked Rain 76 LLC,76 Farms,Recreational Producer,Yes,Jackson,,,
050 1007724B972,La Mota Medford 2 LLC & Rosa Cazares,La Mota ,Recreational Retailer,Yes,Jackson,,,
020 100774040BC,"STT Group, LLC",STT Group,Recreational Producer,Yes,Jackson,,,
020 1007764A176,"Red Barn Organics II, LLC","Red Barn Organics II, LLC",Recreational Producer,Yes,Jackson,,,
020 1007805A6C3,"Chronic Herbivores, LLC","Chronic Herbivores, LLC",Recreational Producer,Yes,Jackson,,,
020 100781719D8,Wagner Peak Farms LLC,Wagner Peak Farms,Recreational Producer,Yes,Jackson,,,
020 10078251221,Emerald Green Gardens LLC,Emerald Green Gardens,Recreational Producer,Yes,Jackson,,,
020 10078294C66,Emerald Green Gardens LLC,Emerald Green Gardens,Recreational Producer,Yes,Jackson,,,
020 100795025E9,RHF Holdings LLC,Canna Gardens,Recreational Producer,Yes,Jackson,,,
050 1007966DA38,Patients Helping Patients LLC,C&C Farms Rec Shop 2,Recreational Retailer,Yes,Jackson,,,
020 10079870BD6,Antioch LLC,Antioch,Recreational Producer,Yes,Jackson,,,
020 10080284212,Jeff Lount / De Anna Lount,Epicanna,Recreational Producer,Yes,Jackson,,,
030 1008055E8E6,FNX LLC,Funk Extracts,Recreational Processor,Yes,Jackson,,,
020 10081597ABE,Fried Farms LLC,Ridgeline Reserve,Recreational Producer,Yes,Jackson,,,
010 1008170B3B6,"Proper Rental Management,LLC",Ecotest,Laboratory,Yes,Jackson,,,
020 1008185ABC1,Lee Consulting of Oregon LLC,Lit Cannabis,Recreational Producer,Yes,Jackson,,,
020 1008202AA34,IMF Farms LLC,IMF Farms LLC,Recreational Producer,Yes,Jackson,,,
050 10082288469,"4 Lobos, LLC",Pharm To Table,Recreational Retailer,Yes,Jackson,,,
020 10082445739,Brophy Cultivation Incorporated,"Brophy Cultivation, Inc.",Recreational Producer,,Jackson,,,
020 10082466E36,Wicked Rain Farms LLC,"Integrated Farms, LLC",Recreational Producer,Yes,Jackson,,,
020 10082559B07,Wicked Rain Farms LLC,Integrated Farms,Recreational Producer,Yes,Jackson,,,
020 10082583EDF,ROGUE RISING FARMS LLC,ROGUE RISING FARMS LLC,Recreational Producer,Yes,Jackson,,,
020 10082642381,Wicked Rain Farms LLC,Integrated Farms,Recreational Producer,Yes,Jackson,,,
020 1008273752C,Wicked Rain Farms LLC,Integrated Farms,Recreational Producer,Yes,Jackson,,,
030 1008311722F,"SRS FARMS, LLC","ANTHOLOGY, OUT COLD EXTRACTS, ""BNK"" BO'S NOSE KNOWS, TR┼¬D SOLVENTLESS CO., ALTERED ALCHEMY",Recreational Processor,Yes,Jackson,,,
020 1008323C942,"B & W Brother, LLC.",B & W Brother,Recreational Producer,Yes,Jackson,,,
020 10083676BA3,AED LLC,AED LLC,Recreational Producer,Yes,Jackson,,,
050 1008483E7CB,"RVC Main St, LLC",Rogue Valley Cannabis - West Main,Recreational Retailer,Yes,Jackson,,,
030 100848592B2,Rebel Roots Farms Inc,Rebel Roots Farms,Recreational Processor,Yes,Jackson,,,
020 10084923860,"KNLC, LLC",Living Tree,Recreational Producer,Yes,Jackson,,,
060 1008539C063,"The Distro, LLC",The Distro,Recreational Wholesaler,Yes,Jackson,,,
020 10085777AB4,Wicked Rain Farms LLC,Integrated Farms,Recreational Producer,Yes,Jackson,,,
020 10085807F56,Wicked Rain Farms LLC,Integrated Farms,Recreational Producer,Yes,Jackson,,,
020 1008582E633,Wicked Rain Farms LLC,Integrated Farms,Recreational Producer,Yes,Jackson,,,
010 1008606C050,MW Labs LLC,MW Labs,Laboratory,Yes,Jackson,,,
030 100863092D3,Sol Cultivations Inc./ SOL SAP LIMITED PARTNERSHIP,Sol Cultivations INC,Recreational Processor,Yes,Jackson,,,
030 1008660F46F,Aeroponic Innovations Inc,Natural Gas Extracts,Recreational Processor,Yes,Jackson,,,
020 1008680A373,Happy Healing Farms LLC/Go Clean Advisors LLC,Happy Healing Farms,Recreational Producer,Yes,Jackson,,,
030 1008691F0D2,"Rogue Raw, LLC",Rogue Raw,Recreational Processor,Yes,Jackson,,,
020 1008726A73B,"BUCO Farms, LLC",BUCO Farms,Recreational Producer,Yes,Jackson,,,
060 10087728154,Wicked Rain Farms LLC,Integrated Wholesale,Recreational Wholesaler,Yes,Jackson,,,
050 10088018221,"Ross Agro, LLC",Mother Earth Medicines,Recreational Retailer,Yes,Jackson,,,
020 1008819C64D,Aeroponic Innovations Inc,Sowing Seeds,Recreational Producer,Yes,Jackson,,,
020 1008869CB85,Russerick Enterprises LLC,TH3 Farms,Recreational Producer,Yes,Jackson,,,
020 10089302091,"YC CULTIVATION, LLC",YC CULTIVATION,Recreational Producer,Yes,Jackson,,,
020 100899937E8,"Joint Effort Farms, LLC",Joint Effort Farms,Recreational Producer,Yes,Jackson,,,
020 1009055C833,Shiloh Farms LLC,Shiloh Farms,Recreational Producer,Yes,Jackson,,,
050 1009177F10C,Gold River Botanicals LLC,Gold River Botanicals ,Recreational Retailer,Yes,Jackson,,,
020 1009223CA6A,Terranova Holdings LLC,Herbington Farm,Recreational Producer,Yes,Jackson,,,
020 1009240C1C3,"Happy Buddha Botanicals, LLC","Happy Buddha Botanicals, LLC",Recreational Producer,Yes,Jackson,,,
050 1009362B0FF,Kanopy 7 West Medford LLC,Kanopy 7,Recreational Retailer,Yes,Jackson,,,
020 1009368E1E1,"TrueCare, Inc.",TrueCare Farms,Recreational Producer,Yes,Jackson,,,
020 10096748E53,"WEST COAST GENETICS, LLC",Geek House Cannabis,Recreational Producer,Yes,Jackson,,,
020 1009678032F,Baquet Enterprises LLC,Oregon Model Farms,Recreational Producer,Yes,Jackson,,,
060 101015897EF,2GC HOLDINGS LLC,2GC HOLDINGS,Recreational Wholesaler,Yes,Jackson,,,
030 101015922CC,2GC HOLDINGS LLC,2GC HOLDINGS,Recreational Processor,Yes,Jackson,,,
030 101046035E5,"Sweet Tooth Canndy, LLC",Sweet Tooth Canndy,Recreational Processor,Yes,Jackson,,,
010 10105708B08,Rogue Research Lab LLC,Rogue Research Lab ,Laboratory,Yes,Jackson,,,
060 1010665DA28,Oregon Cannabis Distributors Inc,OCD,Recreational Wholesaler,Yes,Jackson,,,
050 101133291FA,Pac NW Ventures LLC,Sensible Cannabis Company,Recreational Retailer,Yes,Jackson,,,
020 1012032ECC7,Casa Sol LLC,Casa Sol,Recreational Producer,Yes,Jackson,,,
020 10133886539,"ANM, Inc.",Halo Labs; Hush; Hushcanna,Recreational Producer,Yes,Jackson,,,
020 10133891F64,"ANM, Inc.",Halo Labs; Hush; Hushcanna,Recreational Producer,Yes,Jackson,,,
020 1013390F940,"ANM, Inc.",Halo Labs; Hush; Hushcanna,Recreational Producer,Yes,Jackson,,,
020 1013393A677,"ANM, Inc.",Halo Labs; Hush; Hushcanna,Recreational Producer,Yes,Jackson,,,
030 1013394706D,"ANM, Inc.",Halo Labs; Hush; Hushcanna,Recreational Processor,Yes,Jackson,,,
060 1013395D829,"ANM, Inc.",Halo Labs; Hush; Hushcanna,Recreational Wholesaler,Yes,Jackson,,,
050 1013444DEA1,"Cardholder Care, Limited Liability Company",Top Shelf Wellness Center,Recreational Retailer,Yes,Jackson,,,
050 101344798CE,"Ashland Cannabis Company, LLC / Rogue Valley Dispensary, LLC",Rogue Valley Cannabis - Ashland,Recreational Retailer,Yes,Jackson,,,
020 101354208B5,"4964 BFH, LLC",Phantom Farms,Recreational Producer,Yes,Jackson,,,
020 1013549B0D0,"4964 BFH, LLC",Phantom Farms,Recreational Producer,Yes,Jackson,,,
050 1000076B368,"Diamond Tree, Inc",DiamondTREE,Recreational Retailer,Yes,Jefferson,,Yes,
050 10037199BA2,Plantae Health Care LLC ,Plantae,Recreational Retailer,Yes,Jefferson,,Yes,
050 10049684964,Evergreen Organics Inc,Central Organics,Recreational Retailer,Yes,Jefferson,,Yes,
050 1010724DE65,"GKE, LLC",Green Knottz Madras,Recreational Retailer,Yes,Jefferson,,,
050 1010879025E,Pioneer Herbs LLC,Pioneer Cannabis Co.,Recreational Retailer,Yes,Jefferson,,,
020 10000347E97,SOW CANNA LLC,Sow Canna,Recreational Producer,Yes,Josephine,,,
020 1000116D319,CAREY NIKLAS DARNELL LLC,oreKron,Recreational Producer,Yes,Josephine,,,
020 1000186F98B,Nick Smith LLC,Smith Farms,Recreational Producer,Yes,Josephine,,,
020 1000196DB7E,"CEN, LLC",Green Source Gardens,Recreational Producer,Yes,Josephine,,,
020 10001970179,"Gardens of Selma, LLC",Gardens of Selma / Selma Gardens,Recreational Producer,Yes,Josephine,,,
020 100019879F7,Laksmi Botanicals LLC,Ananda Farms,Recreational Producer,Yes,Josephine,,,
020 1000333CCD6,326 Producer LLC,Madrone Delta,Recreational Producer,Yes,Josephine,,,
020 10003674D8D,200 Producer LLC,Madrone Charlie,Recreational Producer,Yes,Josephine,,,
020 1000385A212,190 Producer LLC,Madrone Bravo,Recreational Producer,Yes,Josephine,,,
020 1000455C99C,Left Coast Standard LLC,Left Coast Standard,Recreational Producer,Yes,Josephine,,,
020 100046582FC,Elvenwood Enterprises LLC,Elvenwood Enterprises LLC,Recreational Producer,Yes,Josephine,,,
020 100046667EC,"LF Farms, Inc",LF Farms,Recreational Producer,Yes,Josephine,,,
020 100047272F2,180 Producer LLC,Madrone Alpha,Recreational Producer,Yes,Josephine,,,
020 10005148708,West Coast Cannabis Consortium  LLC,West Coast Cannabis LLC,Recreational Producer,Yes,Josephine,,,
020 10006383F65,"Charles Brooks, Kari Brooks",Loved Buds ,Recreational Producer,Yes,Josephine,,,
020 1000721E1F6,HBFRM LLC,Herba Farm,Recreational Producer,Yes,Josephine,,,
020 10009626C85,Duane Miller & John Springer,Lizard Hill Farm,Recreational Producer,Yes,Josephine,,,
020 10010150067,HOLLAND G. FARM LLC,Holland G Farm,Recreational Producer,Yes,Josephine,,,
020 10010525940,Austin Hinkle,Wildflowers Cultivation ,Recreational Producer,Yes,Josephine,,,
020 1001101C42D,Sasquatch Valley Farm LLC,Sasquatch Valley Farm,Recreational Producer,Yes,Josephine,,,
020 1001207480A,"Ankura, Inc","Ankura, Inc.",Recreational Producer,Yes,Josephine,,,
020 10013036D97,"Dizzy Earth, LLC","Dizzy Earth, LLC",Recreational Producer,Yes,Josephine,,,
020 1001373CA42,Chapman Creek Farm LLC,Chapman Creek Farm,Recreational Producer,Yes,Josephine,,,
020 1001458C024,"East Fork Agriculture, LLC",East Fork Cultivars,Recreational Producer,Yes,Josephine,,,
020 100153913C0,"Epoch Farms, LLC",Epoch Farms,Recreational Producer,Yes,Josephine,,,
020 100154108CB,"Epoch Farms, LLC",Epoch Farms,Recreational Producer,Yes,Josephine,,,
020 1001578ADC1,Copescrop LLC,Moon Shine Gardens,Recreational Producer,Yes,Josephine,,,
020 10016250A1F,Paydaze LLC,BZS Resource,Recreational Producer,Yes,Josephine,,,
020 10016357CDD,Seven Point Farms LLC,Seven Point Farms,Recreational Producer,Yes,Josephine,,,
020 1001693AB90,ONETWENTY LLC,SOOR,Recreational Producer,Yes,Josephine,,,
020 100172918EE,"3Littlebirds, LLC",3 Little Birds,Recreational Producer,Yes,Josephine,,,
020 10018475CA6,STRONG ROOTS FARM LLC,Strong Roots Farm,Recreational Producer,Yes,Josephine,,,
020 10018566C6C,"Groovy Groves, LLC",Groovy Groves,Recreational Producer,Yes,Josephine,,,
020 1001858728F,Redwood Management Group LLC,Redwood Farms,Recreational Producer,Yes,Josephine,,,
020 10019079600,Agile Retailers Inc.,Stone Age Gardens,Recreational Producer,Yes,Josephine,,,
020 10019395A2A,Iron Cross Enterprises LLC,Iron Cross,Recreational Producer,Yes,Josephine,,,
020 10019856D24,"Remedy Ranch, Inc.",Remedy Ranch,Recreational Producer,Yes,Josephine,,,
020 10020226685,"Wilderville Farms, LLC","Wilderville Farms, LLC",Recreational Producer,Yes,Josephine,,,
020 10020773460,Higher Aspirations Inc.,HIGHER ASPIRATIONS INC.,Recreational Producer,Yes,Josephine,,,
020 10020787AD2,Vincent Deschamps and Kate Deschamps,54 Green Acres,Recreational Producer,Yes,Josephine,,,
020 10021680651,"SNODGRASS FAMILY GENETICS, LLC",Peach Orchard Team Farm,Recreational Producer,Yes,Josephine,,,
020 10022146AE2,SOJ Farms LLC,SOJ Farms,Recreational Producer,Yes,Josephine,,,
020 100226289C7,"SISKIYOU SUNGROWN FARM, INC",Siskiyou Sungrown Farm,Recreational Producer,Yes,Josephine,,,
020 1002393B46A,"BG Family Farms, LLC",BG Family Farms,Recreational Producer,Yes,Josephine,,,
020 1002411378C,"C&S Enterprises, LLC",Rogue Exotic Alternatives,Recreational Producer,Yes,Josephine,,,
020 100242539E4,Everbloom LLC,Everbloom LLC,Recreational Producer,Yes,Josephine,,,
020 10024857626,Bubba Botanicals LLC,Bubba Botanicals ,Recreational Producer,Yes,Josephine,,,
020 1002507C98E,Zen Pharm LLC,Zen Pharm,Recreational Producer,Yes,Josephine,,,
020 1002532EEB6,Rogue Valley Group LLC,Shadowbox Farms,Recreational Producer,Yes,Josephine,,,
020 1002538FEB6,Wise Decision Farms LLC,Wise Gardens,Recreational Producer,Yes,Josephine,,,
020 10025468BB8,Wonder Weed Company Inc.,Wonder Weed Company,Recreational Producer,Yes,Josephine,,,
020 100256368E5,Greenway Ventures LLC,Greenway Ventures,Recreational Producer,Yes,Josephine,,,
020 100260706A6,Rogue Farmer at Quartz Creek LLC,"Rogue Farmer at Quartz Creek, LLC.",Recreational Producer,Yes,Josephine,,,
020 1002619DEB8,"Green Roots Ranch, LLC",Green Roots Ranch,Recreational Producer,Yes,Josephine,,,
020 1002643F1BA,Trellis Holdings OP - 5320 Dick George Road LLC,Trellis Holdings ,Recreational Producer,Yes,Josephine,,,
020 1002681CD74,"Medicinal Roots, LLC","Medicinal Roots, LLC",Recreational Producer,Yes,Josephine,,,
020 10026900CCA,"Applegate River Roots, LLC",Applegate River Roots,Recreational Producer,Yes,Josephine,,,
020 100269691F2,Bigsby Inc,Bigsby Brand ,Recreational Producer,Yes,Josephine,,,
020 1002811467A,Rogue Valley Group LLC,Shadowbox Farms,Recreational Producer,Yes,Josephine,,,
020 1002819666A,Living Soil Farms LLC,Alter Farms,Recreational Producer,Yes,Josephine,,,
020 1002936AB2F,Takilma Road Operator LLC,Takilma Road Operator LLC,Recreational Producer,Yes,Josephine,,,
020 100298424D9,"Altru, LLC",Mentari Farms,Recreational Producer,Yes,Josephine,,,
020 10030653D97,"Powell Creek Nursery, LLC ",Kerby Kush Farms,Recreational Producer,Yes,Josephine,,,
020 100312539E0,"Pea Penny Farms, LLC",Pea Penny Farms,Recreational Producer,Yes,Josephine,,,
020 10032154179,Wolf Creek Grow LLC,Wolf Creek Grow,Recreational Producer,Yes,Josephine,,,
020 10033282295,WILLOWBILLYFARMS LLC & Brittany Gierke,WILLOWBILLYFARMS LLC,Recreational Producer,Yes,Josephine,,,
020 10034380D8E,Millerville Farms LLC,Millerville Farms,Recreational Producer,Yes,Josephine,,,
020 10034736405,Happy Day Farm LLC,happy day farms,Recreational Producer,Yes,Josephine,,,
030 10037663CEA,"OREGON GROWN EXTRACTIONS, LLC",Oregon Grown Extractions,Recreational Processor,Yes,Josephine,,,
050 100390056F7,Rogue Valley Enterprises LLC,River City Retail,Recreational Retailer,Yes,Josephine,,Yes,
030 10039963A63,"Green Star Growing, LLC",Green Star Growing,Recreational Processor,Yes,Josephine,,,
060 100416954BD,"NDN Holdings, LLC","NDN Holdings, LLC",Recreational Wholesaler,Yes,Josephine,,Yes,
050 10042321958,"Bud Junction, LLC",Bud Junction,Recreational Retailer,Yes,Josephine,,Yes,
050 10043201EF5,Antheia Creations LLC,Tamerans,Recreational Retailer,Yes,Josephine,Yes,,
020 1004502744E,The Clone Source LLC,The Clone Source,Recreational Producer,Yes,Josephine,,,
020 10046044293,OHANA CANNA LLC,Ohana Canna,Recreational Producer,Yes,Josephine,,,
020 100462727D5,Newman Agriculture LLC,Paragon Farms,Recreational Producer,Yes,Josephine,,,
020 1004714490B,SHENNONG LLC,Shennong LLC,Recreational Producer,Yes,Josephine,,,
020 10048530B29,"Jones Creek Chronic, LLC","Jones Creek Chronic, LLC",Recreational Producer,Yes,Josephine,,,
030 100495262ED,"Sterling Gold, LLC",Sterling Gold ,Recreational Processor,Yes,Josephine,,,
020 1004961E777,Sweet Creek Farm LLC / FloraFarm Consulting LLC,Sweet Creek Botanicals,Recreational Producer,Yes,Josephine,,,
020 10050009B82,Everest Holdings LLC,Everest Holdings LLC,Recreational Producer,Yes,Josephine,,,
020 10051778A02,KISMET FARM LLC,KISMET FARM LLC,Recreational Producer,Yes,Josephine,,,
020 100519089F6,"Applegate River Farm,LLC","Applegate River Farm,LLC",Recreational Producer,Yes,Josephine,,,
020 1005209D44C,Mother Earth Growers LLC,Mother Earth Growers,Recreational Producer,Yes,Josephine,,,
050 10053021A3C,Diamond Enterprise LLC ,Diamond Cannabis LLC,Recreational Retailer,Yes,Josephine,,Yes,
030 10053907E1E,Chronic Extracts LLC,Chronic Extracts,Recreational Processor,Yes,Josephine,,,
020 1005445448D,"Cave Junction Farms, LLC",Cave Junctions Farms,Recreational Producer,Yes,Josephine,,,
020 10054608245,"Exit 66, LLC",Southern Oregon Kush Farms,Recreational Producer,Yes,Josephine,,,
020 1005493A714,Cafe Verde LLC,Cafe Verde,Recreational Producer,Yes,Josephine,,,
050 1005499C76F,Forward Cannabis LLC,Forward Cannabis,Recreational Retailer,Yes,Josephine,Yes,Yes,
020 1005526222A,"Golden Jackal Farm, LLC",Golden Jackal Farm,Recreational Producer,Yes,Josephine,,,
020 1005541BD70,"Gud Company, LLC ",G├╝d Gardens,Recreational Producer,Yes,Josephine,,,
050 10055477B6C,Providing All Patients Access LLC,Papa's Dispensary,Recreational Retailer,Yes,Josephine,,Yes,
020 1005580E054,"Kings of Kush, LLC",Kings of Kush LLC,Recreational Producer,Yes,Josephine,,,
020 1005601CFA9,"Happy Trails Farm, LLC",Happy Trails Farm,Recreational Producer,Yes,Josephine,,,
020 1005608804C,"NB Industries, LLC",Poseidon's Element,Recreational Producer,Yes,Josephine,,,
020 10056129909,Zo├½ Therapeutics LLC,Zo├½ Therapeutics LLC,Recreational Producer,Yes,Josephine,,,
050 1005629EC8B,Iron Cross Enterprises LLC,Southern Oregon Cannabis Connection,Recreational Retailer,Yes,Josephine,Yes,Yes,
020 10056306A6D,"B.A.F. Farms, Inc",River Dew Farms,Recreational Producer,Yes,Josephine,,,
020 10056680470,Sam Allen Heath,Mountain Top Crop,Recreational Producer,Yes,Josephine,,,
050 10056960FF0,BUD BROS LLC,BUD BROS LLC,Recreational Retailer,Yes,Josephine,Yes,Yes,
020 1005893B822,"WEEDBUCKS FARMS, LLC","Weedbucks Farms, LLC",Recreational Producer,Yes,Josephine,,,
020 1005996409F,"Nectar of the Bud Farms, LLC",Nectar of the Bud,Recreational Producer,Yes,Josephine,,,
020 10060472B02,"Lost Duck Farm, LLC",Lost Duck Farm,Recreational Producer,Yes,Josephine,,,
030 10060921E9A,Phat Dawg Pharms LLC,Phat Dawg Pharms,Recreational Processor,Yes,Josephine,,,
020 1006146D1C8,Pineapple Society LLC,Pineapple Society,Recreational Producer,Yes,Josephine,,,
020 10061502FA1,Northwest Bud Company LLC,Northwest Bud Company LLC,Recreational Producer,Yes,Josephine,,,
020 1006166A33A,Grown Rogue Gardens LLC,Grown Rogue Gardens,Recreational Producer,Yes,Josephine,,,
020 10061844BD2,Herbal Ally Inc,Herbal Ally Inc,Recreational Producer,Yes,Josephine,,,
020 10062558F15,Phat Dawg Pharms LLC,Phat Dawg Pharms,Recreational Producer,,Josephine,,,
020 10062645B32,The Traveling Medicine Show LLC,The Traveling Medicine Show,Recreational Producer,Yes,Josephine,,,
020 1006468AEC9,High Altitude LLC,High Altitude LLC,Recreational Producer,Yes,Josephine,,,
020 1006493FBA9,Bryan Family Gardens LLC,Bryan Family Gardens,Recreational Producer,Yes,Josephine,,,
060 10065114BEE,"Cook Investments Northwest Oregon, LLC",Buddies Wholesaling,Recreational Wholesaler,Yes,Josephine,,Yes,
030 1006515ABD7,"Cook Investments Northwest Oregon, LLC",Buddies Cannabis,Recreational Processor,Yes,Josephine,,,
020 1006570FDDA,Big League Farms LLC,Big League Farms LLC,Recreational Producer,Yes,Josephine,,,
020 1006644C9FB,"Dream Girl Ventures, LLC and Carolina Flats Properties, LLC",Dream Girl Cannabis,Recreational Producer,Yes,Josephine,,,
020 1006663A6A6,Full Circle Pharms Inc.,Full Circle Pharms,Recreational Producer,Yes,Josephine,,,
020 100667564FA,"Gypsy Farms, LLC","Gypsy Farms, LLC",Recreational Producer,Yes,Josephine,,,
020 10066893831,Circle D Farms LLC,Circle D Farm,Recreational Producer,Yes,Josephine,,,
020 1006715ACC7,Tulsi Enterprises LLC,eUphoria Farms of Oregon,Recreational Producer,Yes,Josephine,,,
